,shot_num,latitude,longitude,elev_highest,elev_lowest,rh25,rh50,rh75,rh98,canopy_top_h,quality_flag,degrade_flag
757319,206590500300197854,32.476522102221914,-91.96521043771992,18.846231,-9.579487,6.23,16.62,21.21,26.37,28.42,1,0
757320,206590500300197855,32.476158900553145,-91.96478153441312,17.96141,-9.829306,9.18,18.07,22.22,26.14,27.79,1,0
757321,206590500300197856,32.47579589593876,-91.96435268676228,16.76137,-9.75934,10.75,17.74,21.14,24.54,26.52,1,0
757322,206590500300197857,32.47543174610564,-91.96392289180015,17.423319,-9.396215,4.93,14.79,19.34,24.8,26.81,1,0
757323,206590500300197858,32.475069063078315,-91.96349406397205,15.709579,-9.429064,8.62,15.61,19.05,23.27,25.13,1,0
757324,206590500300197859,32.47470707930183,-91.96306562511738,12.86825,-9.282144,6.08,12.21,16.21,20.32,22.15,1,0
757325,206590500300197860,32.47434232761651,-91.96263500809344,14.535253,-9.2586775,1.64,8.85,15.01,21.02,23.79,1,0
757326,206590500300197861,32.47397990006228,-91.96220595336497,12.438036,-8.853235,5.9,10.45,14.0,19.34,21.29,1,0
757327,206590500300197862,32.473613705428725,-91.96177396052795,16.477993,-10.005361,8.18,16.21,19.72,24.5,26.48,1,0
757328,206590500300197863,32.473250374409005,-91.9613439037708,15.881917,-8.84584,4.44,13.82,17.92,22.52,24.72,1,0
757329,206590500300197864,32.47288581478993,-91.9609127547356,17.29923,-8.922651,1.41,7.35,18.15,24.39,26.22,1,0
757330,206590500300197865,32.47252403562797,-91.96048345757904,14.224051,-15.509022,10.23,18.07,23.04,27.56,29.73,1,0
757331,206590500300197866,32.47216079206519,-91.96005287295469,13.549473,-9.161217,5.26,11.01,16.65,21.02,22.71,1,0
757332,206590500300197867,32.47179599876376,-91.9596209479278,15.411195,-9.540681,11.72,16.43,19.49,23.38,24.95,1,0
757333,206590500300197868,32.47143268705576,-91.95918993715343,14.884899,-9.39462,8.44,12.47,15.35,22.22,24.27,1,0
757334,206590500300197869,32.471068975424345,-91.95875847170278,15.016585,-9.337641,6.53,13.18,16.92,22.15,24.35,1,0
757335,206590500300197870,32.47070327504967,-91.95832540028555,18.383194,-12.134294,10.57,17.66,24.05,28.64,30.51,1,0
757336,206590500300197871,32.470339443598746,-91.9578935857948,18.716019,-9.597636,9.48,17.59,22.22,26.55,28.31,1,0
757337,206590500300197872,32.4699777852704,-91.95746327155364,15.516279,-10.033246,8.7,13.26,17.29,23.38,25.54,1,0
757338,206590500300197873,32.46961476283181,-91.95703186994683,14.523492,-9.41985,7.69,12.51,16.32,21.44,23.94,1,0
757339,206590500300197874,32.469249809931604,-91.95659898304673,16.653217,-10.241019,12.4,18.86,21.88,25.21,26.89,1,0
757340,206590500300197875,32.468885075673256,-91.95616621330699,18.40786,-9.606972,4.29,8.81,18.78,26.25,28.01,1,0
757341,206590500300197876,32.46852138136541,-91.95573418583018,18.450953,-9.825349,12.25,18.71,22.56,26.55,28.27,1,0
757342,206590500300197877,32.46779493210935,-91.95487082724127,16.922218,-9.561135,4.59,11.87,18.93,24.54,26.48,1,0
757343,206590500300197878,32.46743178645329,-91.95443924765515,15.978376,-18.946781,13.29,23.08,27.26,32.98,34.92,1,0
757344,206590500300197879,32.467064348502994,-91.95400455776539,21.96033,-9.901874,6.61,19.23,23.49,30.1,31.86,1,0
757345,206590500300197880,32.46670141100863,-91.95357325561106,20.584738,-9.559221,7.05,18.97,24.01,28.35,30.14,1,0
757346,206590500300197881,32.46633872350147,-91.95314222982788,18.75307,-9.448525,0.82,9.33,20.61,26.4,28.2,1,0
757347,206590500300197882,32.465972493638326,-91.95270870497558,22.616888,-10.179143,6.68,15.5,26.74,31.07,32.79,1,0
757348,206590500300197883,32.465610879814236,-91.95227871084799,18.921902,-9.727934,5.78,15.87,21.21,26.52,28.64,1,0
757349,206590500300197884,32.465246283766106,-91.95184666966607,20.005554,-9.540757,15.12,21.77,24.61,28.05,29.54,1,0
757350,206590500300197885,32.46488110026593,-91.95141436457281,21.971298,-9.367962,7.99,17.44,23.83,29.35,31.33,1,0
757351,206590500300197886,32.464518224394645,-91.9509839467237,20.111086,-13.768186,8.03,13.33,26.78,31.86,33.87,1,0
757352,206590500300197887,32.46415512819294,-91.95055357442456,18.528769,-14.416676,7.09,10.42,21.73,30.77,32.94,1,0
757353,206590500300197888,32.463789184352,-91.9501213312752,21.485504,-10.414054,12.73,20.39,24.95,30.25,31.89,1,0
757354,206590500300197889,32.46342567135574,-91.94969112329908,20.403654,-10.151191,14.86,19.49,22.71,28.23,30.55,1,0
757355,206590500300197890,32.46305992768539,-91.94925951578398,22.859606,-10.683489,14.53,20.84,25.43,31.67,33.54,1,0
757356,206590500300197891,32.4626967524416,-91.94883002500862,21.06828,-10.420394,12.43,22.15,26.48,29.84,31.48,1,0
757357,206590500300197892,32.46233337047081,-91.94840058779582,19.545286,-9.627493,12.47,18.97,22.71,27.37,29.17,1,0
757358,206590500300197893,32.46196883071552,-91.94797048642118,19.849758,-9.733907,9.48,19.49,23.3,27.82,29.58,1,0
757359,206590500300197894,32.461604543710344,-91.94754074096056,19.700861,-10.069569,7.65,19.38,23.15,27.64,29.77,1,0
757360,206590500300197895,32.46124089641901,-91.9471116179499,18.480703,-10.057074,13.44,19.49,23.42,26.93,28.53,1,0
757361,206590500300197896,32.46087598203974,-91.94668169488726,19.298481,-10.023712,10.3,18.75,22.56,27.26,29.32,1,0
757362,206590500300197897,32.46051490060932,-91.94625470878883,13.880373,-9.315909,9.86,13.11,15.57,20.84,23.19,1,0
757363,206590500300197898,32.46014928373079,-91.94582447784272,15.826172,-8.415997,7.43,15.46,19.01,22.63,24.24,1,0
757365,206590500300197900,32.459422857046974,-91.94496777023234,11.956788,-10.753902,0.56,10.94,15.76,20.73,22.71,1,0
757366,206590500300197901,32.45905852545926,-91.94453866307248,11.882716,-6.532367,1.6,6.49,10.49,16.09,18.41,1,0
757367,206590500300197902,32.45869006818581,-91.9441065385539,18.54786,-5.283425,0.14,10.75,15.53,21.85,23.83,1,0
757368,206590500300197903,32.45832354946552,-91.94367584591949,22.121965,-11.533187,21.36,26.67,28.94,32.04,33.65,1,0
757369,206590500300197904,32.45796149682207,-91.9432484267634,18.507277,-11.26315,3.21,17.66,23.08,28.05,29.77,1,0
757370,206590500300197905,32.457597054772855,-91.94281921468732,18.849144,-11.743052,12.25,21.32,25.73,29.13,30.59,1,0
757371,206590500300197906,32.45723179251229,-91.94238934699624,20.61086,-11.027221,5.3,13.93,23.15,29.73,31.63,1,0
757372,206590500300197907,32.45686829845705,-91.94196071087241,19.598835,-12.823662,18.82,22.18,25.73,30.66,32.42,1,0
757373,206590500300197908,32.45650525012494,-91.94153231401897,17.970663,-4.3291416,11.8,15.05,17.25,20.65,22.29,1,0
757374,206590500300197909,32.456140893312934,-91.94110284594396,18.585835,-11.4087105,20.58,23.68,25.4,28.16,29.99,1,0
757375,206590500300197910,32.45577631351895,-91.940673048965,19.55077,-9.734065,12.88,21.14,24.35,27.82,29.28,1,0
757376,206590500300197911,32.45541128164893,-91.94024277510071,21.391691,-9.387267,14.45,20.69,23.71,28.5,30.77,1,0
757377,206590500300197912,32.45504717995818,-91.93981302305386,21.8734,-9.951445,6.91,18.48,24.72,30.18,31.82,1,0
757378,206590500300197913,32.45468273785698,-91.93938283908477,23.069368,-9.801363,15.24,24.54,27.6,31.0,32.87,1,0
757379,206590500300197914,32.45432135300937,-91.93895472178825,19.46369,-9.895848,13.74,21.32,24.31,27.56,29.35,1,0
757380,206590500300197915,32.45395812962614,-91.93852508135579,18.984207,-9.964447,12.1,18.37,21.92,26.85,28.94,1,0
757381,206590500300197916,32.45359379200915,-91.93809447035554,20.440483,-10.637297,13.63,21.36,25.06,29.32,31.07,1,0
757382,206590500300197917,32.453231199490226,-91.93766500991909,19.165583,-9.857777,17.55,21.4,24.13,27.49,29.02,1,0
757383,206590500300197918,32.45286907804638,-91.93723578169087,17.215473,-9.5667,9.59,17.21,20.99,24.95,26.78,1,0
757384,206590500300197919,32.45250382772138,-91.93680415111098,20.410572,-8.7621975,11.31,19.9,22.48,26.96,29.17,1,0
757385,206590500300197920,32.45213913125361,-91.93637284742233,22.752539,-10.342307,15.31,25.43,28.23,31.6,33.09,1,0
757386,206590500300197921,32.45177833297913,-91.93594435046337,18.793442,-10.117855,14.71,19.31,22.52,27.15,28.91,1,0
757387,206590500300197922,32.45141634817206,-91.93551493514066,16.771673,-8.665786,0.48,6.83,14.0,23.0,25.43,1,0
757388,206590500300197923,32.451059491635796,-91.9350892672507,6.4142566,-11.589935,7.05,9.71,12.32,16.09,18.0,1,0
757389,206590500300197924,32.45069495502952,-91.93465793494593,8.495398,-9.135263,-0.67,0.89,8.21,15.87,17.63,1,0
757390,206590500300197925,32.45033185140234,-91.93422766518178,8.20257,-9.726915,0.59,7.91,12.1,16.24,17.92,1,0
757391,206590500300197926,32.44997717442025,-91.93380362388908,-5.8365703,-9.721292,-1.34,-0.22,0.82,2.72,3.88,1,0
757392,206590500300197927,32.44961375254667,-91.93337318763162,-5.7659044,-10.136216,-1.3,-0.18,0.89,2.98,4.37,1,0
757393,206590500300197928,32.449249944155994,-91.932942527219,-5.17333,-9.655701,-1.53,-0.26,0.85,3.02,4.48,1,0
757394,206590500300197929,32.448886539023036,-91.9325122416956,-5.3598657,-9.618118,-1.53,-0.29,0.82,2.91,4.25,1,0
757395,206590500300197930,32.44851586083011,-91.93207669839282,6.116632,-9.945197,2.42,8.1,10.72,14.34,16.06,1,0
757396,206590500300197931,32.448152412747795,-91.93164659023371,5.6929626,-16.905657,9.89,14.26,16.65,20.46,22.59,1,0
757397,206590500300197932,32.44778776213147,-91.93121572782597,7.0393653,-9.508054,5.19,8.62,11.24,14.82,16.54,1,0
757398,206590500300197933,32.44742416892198,-91.93078579259371,6.4690766,-9.928929,1.56,7.32,10.53,14.64,16.39,1,0
757399,206590500300197934,32.44705928368536,-91.93035507297682,7.7775116,-9.853147,0.41,7.28,11.31,15.87,17.63,1,0
757400,206590500300197935,32.44669518488226,-91.92992511542786,7.5679007,-9.278342,2.42,6.87,9.78,14.56,16.84,1,0
757401,206590500300197936,32.44633858480181,-91.92950087805453,-5.073143,-9.368748,-1.27,-0.18,0.82,2.8,4.29,1,0
757402,206590500300197937,32.44596691350348,-91.92906577660136,6.5057354,-9.182562,0.52,5.97,9.37,13.97,15.68,1,0
757403,206590500300197938,32.44560189239761,-91.92863582599193,7.114841,-13.653477,7.13,12.51,15.16,18.78,20.76,1,0
757404,206590500300197939,32.44523664081561,-91.92820591580526,7.8329597,-9.312108,0.26,5.04,9.63,14.94,17.14,1,0
757405,206590500300197940,32.444879623527314,-91.92778225509825,-5.0579705,-9.316222,-1.27,-0.14,0.89,2.91,4.25,1,0
757406,206590500300197941,32.44451418161949,-91.92735256460733,-4.4907475,-8.487528,-1.45,-0.26,0.78,2.72,3.99,1,0
757407,206590500300197942,32.444148921681,-91.92692315708709,-4.417009,-8.488496,-1.45,-0.29,0.78,2.72,4.07,1,0
757408,206590500300197943,32.443783553593626,-91.92649379955773,-4.3404703,-8.374604,-1.49,-0.26,0.78,2.76,4.03,1,0
757409,206590500300197944,32.44341803424521,-91.9260644402405,-4.167935,-8.314128,-1.38,-0.26,0.78,2.72,4.14,1,0
757410,206590500300197945,32.44305243057384,-91.92563510838073,-3.9846964,-8.280302,-1.49,-0.29,0.78,2.8,4.29,1,0
757411,206590500300197946,32.442676975141,-91.92519859652063,12.088516,-8.231566,-0.37,2.27,10.42,18.56,20.32,1,0
757412,206590500300197947,32.442321662425634,-91.92477695666587,-4.6150155,-8.649149,-1.38,-0.22,0.82,2.76,4.03,1,0
757413,206590500300197948,32.4419559268475,-91.92434767591348,-4.4570413,-8.491176,-1.34,-0.22,0.82,2.76,4.03,1,0
757414,206590500300197949,32.44159018123787,-91.92391839703151,-4.3162913,-8.574544,-1.41,-0.22,0.85,2.95,4.25,1,0
757415,206590500300197950,32.44122436963148,-91.92348905880374,-4.0786004,-8.224793,-1.41,-0.22,0.85,2.83,4.14,1,0
757416,206590500300197951,32.44085866309136,-91.92305976709402,-3.998196,-8.443214,-1.3,-0.14,0.97,3.1,4.44,1,0
757417,206590500300197952,32.440493021279885,-91.92263047211817,-3.9864497,-8.020584,-1.41,-0.26,0.78,2.76,4.03,1,0
757418,206590500300197953,32.440127280344356,-91.92220103382591,-3.7519488,-7.972849,-1.45,-0.26,0.82,2.87,4.22,1,0
757419,206590500300197954,32.43976181419466,-91.92177170608478,-3.8828323,-7.879614,-1.45,-0.26,0.78,2.72,3.99,1,0
757420,206590500300197955,32.43939619783973,-91.9213421567221,-3.66367,-7.88457,-1.49,-0.26,0.82,2.87,4.22,1,0
757421,206590500300197956,32.43903073885659,-91.92091259196413,-3.570584,-7.7541313,-1.41,-0.22,0.85,2.83,4.18,1,0
757422,206590500300197957,32.43866539235952,-91.9204829587586,-3.5072982,-7.541433,-1.45,-0.29,0.74,2.68,4.03,1,0
757423,206590500300197958,32.43830008433316,-91.92005318251256,-3.3306234,-7.5515237,-1.53,-0.29,0.78,2.8,4.22,1,0
757424,206590500300197959,32.43793506245098,-91.91962342602183,-3.4170415,-7.488529,-1.41,-0.26,0.78,2.76,4.07,1,0
757425,206590500300197960,32.43757013743286,-91.91919352874224,-3.4404492,-7.362525,-1.45,-0.26,0.78,2.65,3.92,1,0
757426,206590500300197961,32.43720572970693,-91.91876378058429,-4.0576897,-7.9050593,-1.23,-0.18,0.78,2.57,3.84,1,0
757427,206590500300197962,32.436840577668676,-91.91833323879855,-3.2045598,-7.4628134,-1.45,-0.26,0.82,2.87,4.25,1,0
757428,206590500300197963,32.436476163281036,-91.91790300405972,-3.2971592,-7.4060006,-1.41,-0.26,0.82,2.76,4.1,1,0
757429,206590500300197964,32.43611186489754,-91.91747263580167,-3.3433151,-7.340097,-1.53,-0.29,0.74,2.68,3.99,1,0
757430,206590500300197965,32.43574761736218,-91.91704210158233,-3.259659,-7.4432063,-1.34,-0.22,0.82,2.76,4.18,1,0
757431,206590500300197966,32.43538359531531,-91.91661154689696,-3.346361,-7.380496,-1.38,-0.26,0.78,2.72,4.03,1,0
757432,206590500300197967,32.4350198423955,-91.91618102044299,-3.6924393,-7.7265744,-1.49,-0.29,0.78,2.76,4.03,1,0
757433,206590500300197968,32.43465590450349,-91.91575020460606,-3.57956,-7.7257543,-1.45,-0.22,0.85,2.87,4.14,1,0
757434,206590500300197969,32.434291974275375,-91.9153192576281,-3.338883,-7.52243,-1.41,-0.26,0.78,2.76,4.18,1,0
757435,206590500300197970,32.43392827901083,-91.91488836385071,-3.355613,-7.389748,-1.41,-0.26,0.78,2.72,4.03,1,0
757436,206590500300197971,32.433564834522194,-91.91445755024385,-3.6781116,-7.7495995,-1.45,-0.26,0.82,2.76,4.07,1,0
757437,206590500300197972,32.433201077315424,-91.91402641926179,-3.4085214,-7.5173626,-1.45,-0.26,0.78,2.8,4.1,1,0
757438,206590500300197973,32.43283754941601,-91.91359538633073,-3.444693,-7.590887,-1.41,-0.26,0.82,2.8,4.14,1,0
757439,206590500300197974,32.43247408800337,-91.91316434811169,-3.5409913,-7.6871853,-1.34,-0.18,0.85,2.83,4.14,1,0
757440,206590500300197975,32.43211064216824,-91.9127332836816,-3.6333017,-7.7047896,-1.34,-0.22,0.82,2.8,4.07,1,0
757441,206590500300197976,32.43174706425543,-91.91230210155945,-3.498402,-7.607243,-1.38,-0.22,0.85,2.83,4.1,1,0
757442,206590500300197977,32.43138363400658,-91.9118710228673,-3.6130004,-7.6844883,-1.41,-0.26,0.78,2.76,4.07,1,0
757443,206590500300197978,32.4310202631149,-91.91143999979538,-3.850252,-8.145858,-1.27,-0.14,0.89,2.91,4.29,1,0
757444,206590500300197979,32.43065667341722,-91.91100884419633,-3.7772539,-7.7740355,-1.38,-0.22,0.82,2.76,3.99,1,0
757445,206590500300197980,32.430292945240645,-91.91057763175854,-3.542813,-7.5769477,-1.38,-0.22,0.82,2.76,4.03,1,0
757446,206590500300197981,32.4299297685536,-91.91014688632492,-4.2853513,-8.132721,-1.3,-0.22,0.78,2.65,3.84,1,0
757447,206590500300197982,32.429565664126756,-91.90971553735565,-3.6203892,-7.8786426,-1.3,-0.18,0.85,2.91,4.25,1,0
757448,206590500300197983,32.4292018745084,-91.90928451387583,-3.5873497,-7.6588373,-1.3,-0.18,0.82,2.83,4.07,1,0
757449,206590500300197984,32.428837686819485,-91.90885330905276,-3.0449073,-7.116395,-1.34,-0.22,0.78,2.76,4.07,1,0
757450,206590500300197985,32.42847277346375,-91.9084216979834,-1.4816571,-5.7772636,-1.38,-0.22,0.85,2.87,4.29,1,0
757451,206590500300197986,32.42810902001761,-91.90799108209116,-1.9723474,-5.8570695,-1.45,-0.29,0.74,2.65,3.88,1,0
757452,206590500300197987,32.42774480960548,-91.90756027216658,-1.8859696,-6.1442227,-1.41,-0.22,0.82,2.83,4.25,1,0
757453,206590500300197988,32.42738067986995,-91.90712965411053,-2.084301,-6.193142,-1.53,-0.29,0.74,2.72,4.1,1,0
757454,206590500300197989,32.42701639650613,-91.90669904798534,-2.1697633,-6.3533106,-1.38,-0.26,0.82,2.8,4.18,1,0
757455,206590500300197990,32.42665237835942,-91.9062687535338,-2.806687,-6.7661157,-1.38,-0.22,0.82,2.72,3.95,1,0
757456,206590500300197991,32.42628785060082,-91.905838192763,-2.7227306,-6.9809837,-1.45,-0.26,0.78,2.8,4.25,1,0
757457,206590500300197992,32.42592339691321,-91.90540778655924,-2.8498876,-6.996082,-1.41,-0.22,0.85,2.87,4.14,1,0
757458,206590500300197993,32.42555878851509,-91.90497735881121,-2.8002844,-6.8344193,-1.45,-0.29,0.78,2.72,4.03,1,0
757459,206590500300197994,32.425194367864485,-91.90454715263085,-3.1164613,-7.113243,-1.34,-0.22,0.82,2.76,3.99,1,0
757460,206590500300197995,32.424829765852365,-91.90411688821949,-3.1843872,-7.143816,-1.38,-0.22,0.82,2.72,3.95,1,0
757461,206590500300197996,32.4244654049662,-91.9036868681593,-3.6737514,-7.558474,-1.3,-0.22,0.78,2.68,3.88,1,0
757462,206590500300197997,32.424099177073714,-91.90325553452067,-1.1480341,-7.1245303,-1.41,0.0,1.45,4.44,5.97,1,0
757463,206590500300197998,32.42373409898264,-91.90282509666949,-0.48834157,-7.0624876,-1.38,0.0,1.34,4.93,6.57,1,0
757464,206590500300197999,32.42336966336189,-91.9023951736457,-0.8550108,-7.46651,-1.34,-0.14,1.0,3.95,6.61,1,0
757465,206590500300198000,32.42300418570909,-91.90196451898005,0.5006833,-7.4181747,-1.23,0.03,1.45,6.12,7.91,1,0
757466,206590500300198001,32.42263949797685,-91.9015344702554,0.6185786,-7.0761604,-1.27,0.07,1.49,5.93,7.69,1,0
757467,206590500300198002,32.42227591781322,-91.90110525311248,-1.0000876,-7.2380557,-1.3,-0.11,1.08,4.4,6.23,1,0
757468,206590500300198003,32.421911643239525,-91.9006755341105,-1.4178699,-7.8426037,-1.3,-0.11,1.04,4.25,6.42,1,0
757469,206590500300198004,32.42154835419331,-91.9002465414788,-3.340868,-7.748534,-1.34,-0.14,0.97,3.13,4.4,1,0
757470,206590500300198005,32.421183315831286,-91.8998162559687,-2.317478,-7.3975,-1.41,-0.18,1.0,3.51,5.08,1,0
757471,206590500300198006,32.420819331587,-91.89938672936363,-2.8848295,-7.6286736,-1.38,-0.18,0.93,3.21,4.74,1,0
757472,206590500300198007,32.42045449866773,-91.89895655498019,-1.938533,-7.504145,-1.34,-0.11,1.04,3.88,5.56,1,0
757473,206590500300198008,32.42008849460252,-91.89852548834531,1.0614264,-7.0068436,-1.23,0.22,1.94,6.31,8.06,1,0
757474,206590500300198009,32.419726325703124,-91.89809719919238,-1.9973103,-6.92792,-1.45,-0.14,1.04,3.51,4.93,1,0
757475,206590500300198010,32.419360989469205,-91.8976665354169,0.26909983,-7.2015204,-1.38,-0.07,1.15,5.22,7.47,1,0
757476,206590500300198011,32.41899460638318,-91.89723505300755,4.4123893,-6.644129,-1.08,0.59,3.13,9.18,11.05,1,0
757477,206590500300198012,32.41863202882147,-91.8968063249983,2.5501618,-6.8628197,-0.93,0.97,3.36,7.5,9.41,1,0
757478,206590500300198013,32.41826943379576,-91.89637754772895,0.8733679,-6.7840176,-1.23,0.37,2.16,5.86,7.65,1,0
757479,206590500300198014,32.41790642593952,-91.89594843627363,0.009441684,-6.900882,-1.38,0.07,1.56,5.11,6.91,1,0
757480,206590500300198015,32.4175430512141,-91.89551903137406,-0.12596965,-6.7374682,-1.45,0.07,1.64,4.93,6.61,1,0
757481,206590500300198016,32.41718189458537,-91.89509123813303,-3.74092,-7.5509357,-1.3,-0.22,0.82,2.68,3.81,1,0
757482,206590500300198017,32.41681834840509,-91.89466167655249,-3.3724525,-7.2571745,-1.27,-0.18,0.82,2.72,3.88,1,0
757483,206590500300198018,32.41645502492085,-91.8942322725025,-3.2708244,-7.155546,-1.3,-0.22,0.82,2.72,3.88,1,0
757484,206590500300198019,32.41609183622016,-91.89380296746658,-3.3057582,-7.153127,-1.3,-0.18,0.82,2.68,3.84,1,0
757485,206590500300198020,32.41572882097985,-91.89337379587464,-3.5526214,-7.2132244,-1.3,-0.22,0.74,2.57,3.66,1,0
757486,206590500300198021,32.415357589572444,-91.89293860030803,9.591148,-6.993625,5.11,9.11,11.46,14.94,16.58,1,0
757487,206590500300198022,32.41499388354452,-91.89250895213583,10.569025,-6.0531006,7.2,9.86,11.8,14.9,16.62,1,0
757488,206590500300198023,32.41463889977729,-91.8920857352956,-2.576749,-6.9097075,-1.27,-0.14,0.93,3.02,4.33,1,0
757489,206590500300198024,32.41427566657015,-91.89165648836058,-2.315674,-6.7980447,-1.27,-0.11,0.97,3.21,4.48,1,0
757490,206590500300198025,32.413912396041276,-91.89122725081972,-1.9851896,-6.5422664,-1.3,-0.11,1.0,3.28,4.55,1,0
757491,206590500300198026,32.41354920833829,-91.89079811609528,-1.795412,-6.4645476,-1.27,-0.11,1.0,3.28,4.66,1,0
757492,206590500300198027,32.4131862336081,-91.89036918630644,-1.9685496,-6.4135666,-1.27,-0.07,1.04,3.24,4.44,1,0
757493,206590500300198028,32.41282291790213,-91.88994006115315,-1.6161288,-6.285264,-1.3,-0.07,1.08,3.36,4.66,1,0
757494,206590500300198029,32.41245960370469,-91.88951099711755,-1.3105713,-6.166472,-1.27,-0.07,1.15,3.51,4.85,1,0
757495,206590500300198030,32.41209644900097,-91.889082116905,-1.3184423,-6.0996366,-1.34,-0.14,1.0,3.36,4.78,1,0
757496,206590500300198031,32.41173280373453,-91.88865290991195,-0.7399079,-5.894633,-1.34,-0.07,1.15,3.62,5.15,1,0
757497,206590500300198032,32.41136968252529,-91.88822416670166,-1.091171,-5.760306,-1.45,-0.14,1.04,3.39,4.66,1,0
757498,206590500300198033,32.411006534771246,-91.88779548890402,-1.4912314,-5.637423,-1.34,-0.22,0.82,2.83,4.14,1,0
757499,206590500300198034,32.41064308533225,-91.88736668028874,-1.5063949,-5.6152334,-1.34,-0.18,0.85,2.87,4.1,1,0
757500,206590500300198035,32.41027946732866,-91.88693784061745,-1.3577521,-5.3918843,-1.38,-0.22,0.82,2.8,4.03,1,0
757501,206590500300198036,32.40991579376619,-91.88650904914373,-1.2244573,-5.3332953,-1.38,-0.22,0.82,2.83,4.1,1,0
757502,206590500300198037,32.409552168975175,-91.88608037827814,-1.271052,-5.305184,-1.38,-0.22,0.82,2.8,4.03,1,0
757503,206590500300198038,32.40918834049266,-91.88565163890303,-1.0813341,-5.1154656,-1.38,-0.26,0.78,2.72,4.03,1,0
757504,206590500300198039,32.40882458562307,-91.8852230294755,-1.1041106,-5.1382422,-1.34,-0.22,0.85,2.8,4.03,1,0
757505,206590500300198040,32.408460808664685,-91.88479447597872,-1.1776097,-5.2117414,-1.34,-0.18,0.85,2.83,4.03,1,0
757506,206590500300198041,32.40809710957097,-91.8843660476916,-1.4589633,-5.455742,-1.34,-0.18,0.85,2.8,3.99,1,0
757507,206590500300198042,32.40773322317486,-91.88393754563276,-1.5133309,-5.6221685,-1.41,-0.22,0.85,2.87,4.1,1,0
757508,206590500300198043,32.407369367466025,-91.88350912574799,-1.6894224,-5.387376,-1.38,-0.26,0.78,2.68,3.69,1,0
757509,206590500300198044,32.40700539959533,-91.8830806789267,-1.7507126,-5.672785,-1.27,-0.18,0.85,2.76,3.92,1,0
757510,206590500300198045,32.40664134030377,-91.88265221613682,-1.7263418,-5.7231197,-1.27,-0.14,0.89,2.83,3.99,1,0
757511,206590500300198046,32.40626458439544,-91.88221447641902,18.838486,-5.515712,1.75,11.28,17.51,22.56,24.35,1,0
757512,206590500300198047,32.405901397119486,-91.88178674432604,17.338596,-5.7455964,1.04,12.66,17.66,21.59,23.08,1,0
757513,206590500300198048,32.40553760564576,-91.88135860691816,16.770086,-5.38028,-0.67,1.23,12.13,20.32,22.15,1,0
757514,206590500300198049,32.40517136603886,-91.88092870596607,20.129051,-5.4577956,-0.52,1.56,16.73,23.86,25.58,1,0
757515,206590500300198050,32.40480722215071,-91.88050037466385,20.051073,-5.2743015,0.41,9.11,18.19,23.53,25.32,1,0
757516,206590500300198051,32.4044469230126,-91.88007489238746,13.701069,-5.0875206,-1.08,0.18,1.71,16.06,18.78,1,0
757517,206590500300198052,32.40408448439964,-91.87964786115144,10.7940035,-4.7448688,-1.23,0.0,1.27,13.11,15.53,1,0
757518,206590500300198053,32.4037207246027,-91.87921987808906,10.008574,-4.5591197,0.29,5.34,8.36,12.36,14.56,1,0
757519,206590500300198054,32.40335724609422,-91.8787921144077,8.745058,-4.7393956,-1.0,0.26,2.01,11.28,13.48,1,0
757520,206590500300198055,32.40298972674596,-91.87836139267652,14.021637,-5.5513644,-0.82,0.7,6.94,17.25,19.57,1,0
757521,206590500300198056,32.402626392239085,-91.87793374933838,12.500559,-5.2047896,-1.27,0.0,1.34,15.01,17.7,1,0
757522,206590500300198057,32.402270688586505,-91.8775117099563,-1.4039257,-5.139231,-1.34,-0.22,0.82,2.65,3.73,1,0
757523,206590500300198058,32.401896406277494,-91.87707603404863,14.860722,-5.309928,-0.14,2.8,10.75,17.85,20.17,1,0
757524,206590500300198059,32.40153294421888,-91.87664832793479,13.686784,-2.6738539,-0.56,2.87,8.77,14.49,16.36,1,0
757525,206590500300198060,32.40117179919222,-91.87622231859127,8.751651,-4.5833893,-0.85,0.48,4.37,11.31,13.33,1,0
757526,206590500300198061,32.40080989514655,-91.87579574871388,5.0384526,-4.4492226,-1.19,-0.07,1.04,7.05,9.48,1,0
757527,206590500300198062,32.400440154405985,-91.875363425554,14.028629,-4.274366,-1.04,0.14,1.53,15.8,18.3,1,0
757528,206590500300198063,32.400084870183555,-91.87494171630806,-0.45515272,-4.33987,-1.3,-0.18,0.78,2.68,3.88,1,0
757529,206590500300198064,32.39971072872163,-91.87450616533913,15.627492,-4.6925673,1.56,10.98,15.05,18.82,20.32,1,0
757530,206590500300198065,32.39935176681098,-91.87408176350446,7.055627,-4.187641,-1.23,-0.07,1.04,7.02,11.24,1,0
757531,206590500300198066,32.39898154798554,-91.87364910379216,16.709429,-0.7344441,-1.49,0.74,4.03,14.0,17.44,1,0
757532,206590500300198067,32.39862778442209,-91.87322853374921,-0.36896846,-4.2163324,-1.23,-0.18,0.78,2.68,3.84,1,0
757533,206590500300198068,32.39825139300809,-91.87279136123172,19.210766,-4.0228295,-1.04,0.26,1.97,21.1,23.23,1,0
757534,206590500300198069,32.3978992351104,-91.87237199140905,-0.5723962,-4.4944663,-1.27,-0.18,0.78,2.65,3.92,1,0
757535,206590500300198070,32.39753505845551,-91.87194381238095,-0.9152391,-4.912015,-1.41,-0.26,0.82,2.76,3.99,1,0
